license_issue_date,license_number,animal_name,species,primary_breed,secondary_breed,zip_code
January 24 2023,8024956,Artemis,Cat,Domestic Longhair,Mix,98136
January 24 2023,8024957,Phoebus,Cat,Domestic Longhair,Mix,98136
January 24 2023,8023841,Furiosa,Cat,American Shorthair,Mix,98118
January 24 2023,S160163,Kiki,Cat,Domestic Medium Hair,Mix,98116
January 24 2023,S158068,Delilah,Cat,Domestic Medium Hair,Mix,98126
January 24 2023,S160941,Laika,Cat,Domestic Shorthair,Mix,98104
January 24 2023,S160167,Tedji,Cat,Domestic Shorthair,Mix,98125
January 24 2023,S160168,Mochi,Cat,Domestic Shorthair,Mix,98125
January 24 2023,S160166,Nikko,Cat,Domestic Shorthair,Mix,98125
January 24 2023,8043944,Poptart,Cat,American Shorthair,Mix,98116
January 24 2023,8043945,Annabeth,Cat,Domestic Shorthair,Mix,98115
January 24 2023,953823,Ponyo,Cat,Bombay,NA,98116
January 25 2023,S155355,Mabel,Cat,Domestic Medium Hair,Mix,98121
January 25 2023,8004313,Lellow,Cat,Domestic Shorthair,Mix,98119
January 25 2023,22504,Cleo,Cat,Mix,Mix,98117
January 25 2023,22476,Nebula,Cat,Domestic Shorthair,NA,98105
January 25 2023,S153613,Mr. Grey,Cat,Maine Coon,NA,98118
January 25 2023,953728,Gracie,Cat,Domestic Shorthair,NA,98115
January 25 2023,S139706,Ziggy,Cat,Domestic Shorthair,Mix,98119
January 25 2023,S160944,Kitty Kitty,Cat,Domestic Shorthair,Mix,98103
January 25 2023,S160945,Tango,Cat,Domestic Shorthair,Mix,98199
January 25 2023,S160947,Boris,Cat,Domestic Shorthair,Mix,98122
January 25 2023,S160950,Minou,Cat,Russian Blue,Mix,98133
January 25 2023,28178,Chloe,Cat,Domestic Shorthair,NA,98101
January 25 2023,8043962,Stella,Cat,Domestic Shorthair,NA,98103
January 26 2023,964564,Sitka,Cat,Siberian,NA,98115
January 26 2023,964393,Talisker,Cat,Siberian,NA,98115
January 26 2023,S126247,Floria,Cat,Domestic Shorthair,Domestic Shorthair,98115
January 26 2023,S148247,Sasha,Cat,Domestic Shorthair,Mix,98117
January 26 2023,8004419,Moose,Cat,Domestic Shorthair,Mix,98136
January 26 2023,8043973,Fern,Cat,Mix,NA,98126
January 26 2023,8043974,Elmer,Cat,American Shorthair,Mix,98122
January 26 2023,8015949,Josie,Cat,Domestic Shorthair,Mix,98144
January 26 2023,964705,Melody,Cat,Domestic Shorthair,NA,98144
January 26 2023,8043981,Coda,Cat,American Shorthair,American Shorthair,98144
January 26 2023,8043982,Loki,Cat,Domestic Shorthair,Mix,98133
January 26 2023,8043983,Winston,Cat,Siamese,Mix,98133
January 26 2023,S145788,Gracie,Cat,Domestic Medium Hair,NA,98121
January 27 2023,128825,Emily,Cat,Domestic Shorthair,NA,98126
January 27 2023,17256,Roscoe,Cat,Domestic Medium Hair,NA,98126
January 27 2023,8004926,Diego,Cat,Domestic Shorthair,NA,98133
January 27 2023,S160347,Barney,Cat,Domestic Shorthair,Mix,98101
January 27 2023,8043996,Little Koko,Cat,Domestic Longhair,Mix,98125
January 27 2023,964463,Missy,Cat,Domestic Longhair,NA,98133
January 27 2023,8025144,Smash,Cat,American Shorthair,Mix,98107
January 27 2023,8024758,Rosemary,Cat,American Shorthair,Mix,98107
January 27 2023,8025415,Murphy,Cat,Domestic Shorthair,Mix,98107
January 27 2023,8044015,Princess,Cat,Domestic Medium Hair,Domestic Medium Hair,98108
January 27 2023,8044020,Mufasa,Cat,Domestic Medium Hair,Domestic Medium Hair,98108
January 27 2023,8044022,Blue,Cat,Domestic Longhair,Mix,98122
January 28 2023,S151210,Basil,Cat,Domestic Shorthair,Mix,98101
January 28 2023,8044024,Loki,Cat,Domestic Shorthair,Mix,98109
January 28 2023,8044028,Marcie,Cat,Domestic Shorthair,Mix,98108
January 28 2023,8044029,Sally,Cat,Domestic Shorthair,Mix,98108
January 28 2023,8025280,Suki,Cat,Domestic Shorthair,Mix,98107
January 28 2023,28324,Rue,Cat,Domestic Medium Hair,NA,98125
January 28 2023,S160351,Cotija,Cat,Domestic Shorthair,Mix,98109
January 28 2023,8044036,Lou,Cat,American Shorthair,Mix,98103
January 28 2023,S126141,Rascal,Cat,Domestic Shorthair,Siamese,98109
January 28 2023,S160352,Mary Brown,Cat,Domestic Shorthair,Mix,98059
January 28 2023,896148,Seastar,Cat,Domestic Shorthair,NA,98122
January 28 2023,8005630,Buster,Cat,Domestic Longhair,Mix,98106
January 28 2023,22502,Maple,Cat,American Shorthair,NA,98105
January 29 2023,S160409,Junior,Cat,Domestic Shorthair,Mix,98122
January 29 2023,8005099,Boo,Cat,Domestic Shorthair,Mix,98106
January 29 2023,S160954,Emu,Cat,Domestic Shorthair,NA,98103
January 29 2023,S160956,Eartha Katt,Cat,Domestic Shorthair,Mix,98107
January 29 2023,S160959,Cosette,Cat,Russian Blue,NA,98112
January 29 2023,22432,Fern,Cat,Domestic Shorthair,NA,98108
January 29 2023,S126111,Freyja,Cat,Domestic Medium Hair,NA,98116
January 29 2023,S124364,Sophie,Cat,Domestic Shorthair,Mix,98136
January 30 2023,8022979,Mildred,Cat,Domestic Shorthair,Mix,98112
January 30 2023,8044069,Frog,Cat,Domestic Medium Hair,Mix,98109
January 30 2023,8025130,Quozl,Cat,Domestic Longhair,Mix,98136
January 30 2023,8024994,Freyja,Cat,Domestic Shorthair,Turkish Angora,98125
January 30 2023,8044076,George,Cat,Domestic Shorthair,Mix,98117
January 30 2023,S142718,Lola,Cat,Domestic Shorthair,Mix,98122
January 30 2023,S160962,Orion,Cat,Domestic Shorthair,Mix,98102
January 30 2023,S160963,Frodo,Cat,Domestic Medium Hair,Mix,98144
January 30 2023,8044078,Princess,Cat,Domestic Medium Hair,Mix,98118
January 30 2023,8044079,Vanilla,Cat,Domestic Shorthair,Mix,98118
January 30 2023,S160966,Comet,Cat,Domestic Shorthair,Mix,98107
January 30 2023,S160968,Saltwater Taffy,Cat,Domestic Shorthair,Mix,98107
January 30 2023,19342,Monchitas,Cat,Domestic Shorthair,NA,98116
January 30 2023,19341,Belle,Cat,Domestic Shorthair,NA,98116
January 31 2023,8024545,Peri,Cat,Domestic Shorthair,Mix,98115
January 31 2023,S126205,Sitka,Cat,Siamese,Mix,98117
January 31 2023,8004773,Abilene,Cat,Domestic Shorthair,Domestic Shorthair,98126
January 31 2023,S119065,Grace,Cat,Domestic Shorthair,Mix,98115
January 31 2023,S119066,Aldous,Cat,Domestic Shorthair,Mix,98115
January 31 2023,8044094,Sonic,Cat,Domestic Shorthair,Mix,98101
January 31 2023,892926,Abby,Cat,Domestic Shorthair,NA,98199
January 31 2023,S155708,Snoqualmie,Cat,Domestic Shorthair,Mix,98105
February 01 2023,83276,Iris,Cat,Domestic Shorthair,NA,98109
February 01 2023,S160972,Scoober,Cat,Domestic Shorthair,Mix,98118
February 01 2023,85012,Kitty Peryea,Cat,Domestic Shorthair,NA,98102
February 01 2023,8023563,Vincenzo,Cat,Mix,Mix,98178
February 01 2023,8023564,Rocco,Cat,Mix,Mix,98178
February 01 2023,S160360,Garfielda,Cat,Domestic Shorthair,Mix,98116
February 01 2023,S140899,Billie,Cat,Domestic Shorthair,NA,98108
February 01 2023,S160362,Concrete,Cat,Domestic Shorthair,Mix,98119
February 01 2023,8044125,Willow,Cat,Chausie,Mix,98108
February 01 2023,8044126,Wendy,Cat,American Shorthair,Mix,98108
February 01 2023,8044133,Bob,Cat,American Shorthair,Mix,98122
February 02 2023,8042328,Benito,Cat,American Shorthair,Mix,98112
February 02 2023,8024976,Eachtra,Cat,Domestic Shorthair,NA,98109
February 02 2023,S160363,Betsy,Cat,Domestic Shorthair,Mix,98126
February 02 2023,S160364,Ella-Mae,Cat,Domestic Shorthair,Mix,98126
February 02 2023,S160365,Athena,Cat,Domestic Shorthair,Mix,98102
February 02 2023,8044142,Nebula,Cat,Domestic Shorthair,Domestic Shorthair,98119
February 02 2023,8044144,Emmaline,Cat,Domestic Shorthair,Mix,98103
February 02 2023,8044145,Abigail,Cat,Domestic Shorthair,Mix,98103
February 02 2023,8010152,Aleister Meowley,Cat,American Shorthair,Mix,98101
February 02 2023,8044149,Crow,Cat,Domestic Shorthair,Mix,98126
February 03 2023,8044150,Mabel,Cat,Domestic Shorthair,Mix,98107
February 03 2023,S125794,Nina,Cat,Domestic Shorthair,Mix,98102
February 03 2023,8044158,Neo,Cat,Domestic Shorthair,Mix,98122
February 03 2023,8005903,Hocus Pocus!,Cat,Domestic Shorthair,Mix,98125
February 03 2023,8005904,Alakazam!,Cat,Domestic Shorthair,Mix,98125
February 04 2023,S119214,Meani,Cat,Domestic Shorthair,Mix,98121
February 04 2023,85011,Simba,Cat,Domestic Shorthair,NA,98122
February 04 2023,8025603,Siva,Cat,Domestic Shorthair,Mix,98115
February 04 2023,85112,Grigio,Cat,Domestic Shorthair,NA,98199
February 04 2023,S160370,Queso,Cat,Domestic Shorthair,Mix,98117
February 04 2023,S155771,Zephyr,Cat,Domestic Shorthair,Mix,98102
February 04 2023,S155772,Sailor,Cat,Domestic Shorthair,Mix,98102
February 04 2023,8044178,Bandi,Cat,Domestic Shorthair,Domestic Shorthair,98109
February 04 2023,8044179,Natsu,Cat,Domestic Shorthair,Mix,98109
February 04 2023,S148305,Sophie,Cat,Domestic Shorthair,NA,98115
February 04 2023,8044180,Hunter,Cat,Domestic Longhair,Mix,98107
February 04 2023,S160175,Jordan,Cat,Domestic Shorthair,Mix,98144
February 04 2023,8024866,Robin,Cat,Domestic Shorthair,Domestic Shorthair,98115
February 04 2023,77554,Frosty,Cat,Domestic Shorthair,NA,98117
February 04 2023,8025841,Marshmellow,Cat,Domestic Shorthair,Mix,98178
February 04 2023,8025840,Ollie,Cat,Domestic Longhair,Mix,98178
February 04 2023,8024875,Rainier,Cat,American Shorthair,Mix,98107
February 05 2023,S160416,Disco,Cat,Domestic Shorthair,Mix,98118
February 05 2023,85528,Tesla,Cat,Domestic Shorthair,NA,98105
February 05 2023,S151272,Mo Kitty,Cat,Domestic Shorthair,Mix,98105
February 05 2023,S160976,Star,Cat,Domestic Shorthair,Mix,98106
February 05 2023,8025569,Maui,Cat,Domestic Shorthair,Mix,98115
February 05 2023,8025570,Mack,Cat,Domestic Medium Hair,Mix,98115
February 05 2023,8026193,Bowie,Cat,Domestic Shorthair,Mix,98103
February 05 2023,77158,Poonai,Cat,Domestic Shorthair,NA,98117
February 05 2023,8026073,Xena,Cat,Domestic Medium Hair,Mix,98126
February 05 2023,8026074,Cosmos,Cat,Domestic Shorthair,Mix,98126
February 05 2023,8026075,Sherlock,Cat,Domestic Medium Hair,Mix,98126
February 05 2023,S155631,Monroe,Cat,Domestic Shorthair,Mix,98107
February 05 2023,S160978,Sahara,Cat,Domestic Shorthair,Mix,98199
February 05 2023,S160979,Anemone,Cat,Domestic Medium Hair,Domestic Medium Hair,98119
February 05 2023,8044199,Mikhailo,Cat,American Shorthair,Mix,98119
February 05 2023,S155727,Keenan,Cat,Domestic Shorthair,Mix,98103
February 05 2023,S160982,Judy,Cat,Domestic Longhair,Mix,98107
February 05 2023,8044202,Desiree,Cat,Domestic Shorthair,Mix,98122
February 05 2023,8044203,Murphy,Cat,Himalayan,Mix,98122
February 05 2023,8025950,Zeus,Cat,American Shorthair,Mix,98144
February 05 2023,77066,Buddy,Cat,Domestic Shorthair,NA,98136
February 06 2023,85534,Waifer,Cat,American Shorthair,NA,98105
February 06 2023,85517,Sam,Cat,Russian Blue,NA,98115
February 06 2023,85539,Pj,Cat,Domestic Longhair,NA,98117
February 06 2023,S103878,Nilla,Cat,Domestic Medium Hair,NA,98105
February 06 2023,S119230,Bramble,Cat,Domestic Medium Hair,Mix,98105
February 06 2023,S106109,Smidgeon,Cat,Ragdoll,NA,98105
February 06 2023,S127765,Lefty,Cat,Maine Coon,Domestic Longhair,98105
February 06 2023,8044223,Fibber Magee,Cat,American Shorthair,Mix,98105
February 06 2023,8025932,Moonshine Bartok,Cat,Domestic Shorthair,Mix,98115
February 06 2023,8025933,Halla Martini von Bingen,Cat,Domestic Shorthair,Mix,98115
February 06 2023,S160988,Aslan,Cat,Domestic Longhair,Mix,98102
February 06 2023,S155636,Feisty Vanilla Star,Cat,Domestic Shorthair,Mix,98102
February 06 2023,8024163,Picard,Cat,Maine Coon,Siamese,98133
February 06 2023,8044229,Eevee,Cat,Domestic Shorthair,Mix,98101
February 06 2023,8026140,Penny,Cat,Domestic Shorthair,Mix,98199
February 06 2023,8044232,Sprinkle,Cat,American Shorthair,Mix,98117
February 06 2023,8026106,Tommy,Cat,Domestic Medium Hair,Mix,98103
February 06 2023,72894,Alpha,Cat,Domestic Shorthair,Mix,98125
February 06 2023,8025806,Leo Bucio-Hazen,Cat,Mix,Mix,98146
February 06 2023,8044234,Oliver,Cat,American Shorthair,Mix,98119
February 06 2023,8044235,Griffin,Cat,American Shorthair,Mix,98119
February 07 2023,8044239,Tobias,Cat,Domestic Shorthair,Mix,98118
February 07 2023,8044242,Sailor,Cat,Siamese,NA,98105
February 07 2023,8024985,Bebe,Cat,Domestic Shorthair,Mix,98106
February 07 2023,S149317,Kevin,Cat,Domestic Shorthair,Mix,98103
February 07 2023,16698,Snoopy,Cat,Domestic Shorthair,NA,98101
February 07 2023,962352,Mufasa,Cat,Siamese,NA,98125
February 07 2023,S142701,Pebble,Cat,Domestic Shorthair,Mix,98177
February 07 2023,8044255,Tulip,Cat,Domestic Medium Hair,Mix,98102
February 07 2023,S126007,Harley,Cat,American Shorthair,NA,98109
February 07 2023,8025849,Vivian,Cat,Domestic Shorthair,Mix,98121
February 07 2023,8025850,Sasha,Cat,Domestic Shorthair,Mix,98121
February 08 2023,S149258,Tsar,Cat,Domestic Shorthair,Mix,98118
February 08 2023,S137634,Rou Song,Cat,Domestic Shorthair,Mix,98122
February 08 2023,78027,Kiyoshi,Cat,Siberian,NA,98115
February 08 2023,8025058,Onion,Cat,Domestic Shorthair,Mix,98122
February 08 2023,S160990,Rigatoni,Cat,Domestic Medium Hair,Mix,98112
February 08 2023,8005760,Sabrina,Cat,Ragdoll,Mix,98109
February 08 2023,8044287,Temeraire,Cat,Domestic Shorthair,Mix,98105
February 08 2023,8044288,Michio,Cat,Domestic Shorthair,Mix,98105
February 08 2023,77028,Lily,Cat,Domestic Shorthair,NA,98105
February 08 2023,77762,Annabelle,Cat,Domestic Shorthair,NA,98177
February 08 2023,S128351,Olive,Cat,American Shorthair,NA,98107
February 09 2023,S160423,Mr Clean,Cat,Domestic Shorthair,Mix,98109
February 09 2023,8044298,Waffles,Cat,Domestic Shorthair,Mix,98102
February 09 2023,8025890,Haku,Cat,Domestic Shorthair,Mix,98107
February 09 2023,8025891,Suki,Cat,Domestic Shorthair,Mix,98107
February 09 2023,S128090,Wren,Cat,Domestic Shorthair,Mix,98115
February 09 2023,S128089,Robert,Cat,Domestic Shorthair,Mix,98115
February 09 2023,8044299,Cleo,Cat,Mix,Mix,98118
February 09 2023,8044301,Sunlight,Cat,Mix,Mix,98118
February 09 2023,8031775,Lily,Cat,Domestic Medium Hair,Maine Coon,98115
February 09 2023,8025804,Billie,Cat,Domestic Medium Hair,Mix,98109
February 09 2023,S160374,Emmy,Cat,Domestic Shorthair,Mix,98109
February 09 2023,78770,Maggie,Cat,Siamese,NA,98116
February 09 2023,78771,Max,Cat,Siamese,NA,98116
February 09 2023,S119250,Frances,Cat,Domestic Shorthair,Mix,98105
February 09 2023,72545,Rocky,Cat,Domestic Shorthair,NA,98116
February 09 2023,S160376,Raya,Cat,Domestic Shorthair,Mix,98177
February 09 2023,73201,Miss Molly,Cat,Domestic Medium Hair,NA,98125
February 09 2023,74069,Franklin,Cat,Domestic Shorthair,NA,98103
February 09 2023,74068,Eleanor,Cat,Domestic Shorthair,NA,98103
February 09 2023,8044309,Pickles,Cat,Mix,Mix,98144
February 09 2023,8044310,Earl Tomcat,Cat,Domestic Shorthair,Mix,98117
February 10 2023,8044311,Natalia,Cat,Siamese,Mix,98126
February 10 2023,8044312,Knives,Cat,Domestic Shorthair,Mix,98115
February 10 2023,8044313,Ramona,Cat,Domestic Shorthair,Mix,98115
February 10 2023,S160381,Feta,Cat,Domestic Shorthair,Mix,98155
February 10 2023,S160382,Cleo,Cat,Domestic Shorthair,Mix,98144
February 10 2023,S128116,Alley Cat,Cat,Domestic Shorthair,NA,98116
February 10 2023,S160385,Snickers,Cat,Domestic Shorthair,NA,98109
February 10 2023,8044323,Cora,Cat,Domestic Shorthair,Mix,98115
February 10 2023,8044324,Frannie,Cat,Domestic Shorthair,Mix,98115
February 10 2023,S155638,Carl,Cat,Domestic Shorthair,Mix,98105
February 11 2023,8025867,Valentine,Cat,Domestic Shorthair,Mix,98133
February 11 2023,S160389,Goldie,Cat,Domestic Longhair,Mix,98104
February 11 2023,8044342,Tuna,Cat,Domestic Shorthair,Mix,98144
February 12 2023,8044347,Wilbur,Cat,Domestic Shorthair,Mix,98115
February 12 2023,8020562,Benny,Cat,Siamese,Mix,98146
February 12 2023,S160995,Zaheer,Cat,Domestic Shorthair,Mix,98121
February 12 2023,S160996,Douglas,Cat,Siamese,Mix,98118
February 12 2023,S160997,Werewolf,Cat,Domestic Shorthair,Mix,98109
February 12 2023,S160999,Toney,Cat,Domestic Medium Hair,Mix,98123
February 12 2023,8044362,Neville,Cat,Domestic Medium Hair,Mix,98108
February 12 2023,77031,Max,Cat,Domestic Longhair,NA,98178
February 12 2023,8044365,Cosmo,Cat,Domestic Shorthair,Mix,98136
February 12 2023,8044366,Mo,Cat,Domestic Shorthair,Mix,98136
February 12 2023,8044367,Kiki,Cat,Domestic Shorthair,Mix,98136
February 13 2023,85203,Walnut,Cat,Domestic Shorthair,NA,98107
February 13 2023,8026130,Peanut,Cat,Domestic Shorthair,Mix,98107
February 13 2023,8044372,Taboo,Cat,Turkish Angora,Mix,98105
February 13 2023,S161001,Aella,Cat,Domestic Shorthair,Mix,98112
February 13 2023,8044378,Nala,Cat,Exotic Shorthair,Mix,98122
February 13 2023,S161004,Zico,Cat,American Shorthair,NA,98112
February 13 2023,S161005,Memow,Cat,Domestic Shorthair,NA,98107
February 13 2023,8026293,Chuck,Cat,Domestic Shorthair,Mix,98107
February 14 2023,77704,Tigger,Cat,Domestic Shorthair,NA,98126
February 14 2023,S161008,Lady Bug,Cat,Domestic Shorthair,Mix,98119
February 14 2023,68946,Lexilu,Cat,Domestic Shorthair,NA,98105
February 14 2023,8044401,Nika,Cat,Domestic Medium Hair,Mix,98109
February 14 2023,730198,Amelie,Cat,Domestic Longhair,NA,98118
February 15 2023,8044406,Timber,Cat,Domestic Shorthair,Mix,98119
February 15 2023,28939,Gustave,Cat,Domestic Shorthair,NA,98126
February 15 2023,8044408,Olivier,Cat,American Shorthair,Mix,98105
February 15 2023,8026127,Francie,Cat,Domestic Medium Hair,NA,98103
February 15 2023,S161011,Violet,Cat,Domestic Shorthair,Mix,98122
February 15 2023,8025518,Jade,Cat,Domestic Shorthair,Mix,98109
February 15 2023,8025516,Dimitri,Cat,Domestic Shorthair,Mix,98109
February 15 2023,8025517,Luna,Cat,Siamese,Domestic Shorthair,98109
February 15 2023,8005550,BooBoo Kitty,Cat,American Shorthair,Mix,98106
February 15 2023,S128096,Phoebe,Cat,Domestic Shorthair,Mix,98109
February 15 2023,S160392,Gabby,Cat,Domestic Shorthair,Domestic Shorthair,98105
February 15 2023,S160393,Batman,Cat,Domestic Shorthair,Mix,98105
February 15 2023,8025886,Coco,Cat,Domestic Shorthair,NA,98116
February 16 2023,8025103,Hank,Cat,Domestic Shorthair,Mix,98133
February 16 2023,8025105,Sully,Cat,Maine Coon,Mix,98133
February 16 2023,S155113,Edison,Cat,Domestic Shorthair,Mix,98199
February 16 2023,8044422,Diego,Cat,Domestic Longhair,Mix,98146
February 16 2023,8044427,Mikki,Cat,Domestic Shorthair,NA,98121
February 16 2023,8044428,Gilly,Cat,Domestic Shorthair,Mix,98121
February 16 2023,S160181,Marie,Cat,Domestic Shorthair,Mix,98108
February 16 2023,8025687,Dooly,Cat,RagaMuffin,Siamese,98126
February 16 2023,8025688,Koty,Cat,American Shorthair,Mix,98126
February 17 2023,8026107,Cleopatra,Cat,Domestic Shorthair,Mix,98103
February 17 2023,S151252,Adonissa,Cat,Domestic Shorthair,Mix,98133
February 17 2023,8044441,Mouffy,Cat,Domestic Shorthair,Mix,98112
February 17 2023,8025752,Scrambles,Cat,Mix,Mix,98199
February 17 2023,S160395,Darla,Cat,Russian Blue,Mix,98103
February 17 2023,8044445,Norbu,Cat,Domestic Shorthair,Mix,98103
February 17 2023,8044446,Finn,Cat,American Shorthair,Mix,98117
February 17 2023,S139781,Baby Girl,Cat,Domestic Shorthair,Mix,98109
February 17 2023,S160397,Pear,Cat,Domestic Medium Hair,Mix,98115
February 17 2023,S103839,Sammy,Cat,Chartreux,NA,98102
February 17 2023,77547,Niha,Cat,Domestic Shorthair,NA,98115
February 18 2023,S160425,Rosie,Cat,Domestic Shorthair,Mix,98116
February 18 2023,S150942,Betty,Cat,Domestic Shorthair,Mix,98119
February 18 2023,S155422,Kuro,Cat,Domestic Shorthair,Mix,98109
February 18 2023,8044470,Kona,Cat,Domestic Shorthair,Mix,98103
February 18 2023,8044474,Bubblegum,Cat,Domestic Shorthair,Mix,98122
February 18 2023,8044475,Mango,Cat,Domestic Medium Hair,Mix,98122
February 18 2023,8044477,Daisy,Cat,Domestic Shorthair,Mix,98136
February 19 2023,S160426,Tobias,Cat,Domestic Shorthair,Mix,98117
February 19 2023,S161015,Annie,Cat,Domestic Shorthair,Mix,98133
February 19 2023,S161016,Felix,Cat,Domestic Shorthair,Mix,98105
February 19 2023,S161019,Tree Cat,Cat,Domestic Longhair,Mix,98133
February 19 2023,S161022,Sparky,Cat,Domestic Shorthair,Mix,98107
February 19 2023,8044494,Elizabeth,Cat,American Shorthair,Mix,98106
February 19 2023,8025373,Bianca,Cat,Domestic Medium Hair,Mix,98105
February 20 2023,8005368,Buster,Cat,Domestic Shorthair,Mix,98101
February 20 2023,8005369,Ellie,Cat,Domestic Shorthair,Mix,98101
February 20 2023,8025775,Nimbus,Cat,Domestic Longhair,Turkish Angora,98104
February 20 2023,8044516,Bear,Cat,Domestic Longhair,Mix,98107
February 20 2023,S155410,Tivali,Cat,Domestic Shorthair,Mix,98122
February 20 2023,8044518,Mewzer,Cat,American Shorthair,Mix,98104
February 21 2023,S160427,Waffles,Cat,Domestic Medium Hair,Mix,98144
February 21 2023,8044522,Glitch,Cat,Domestic Shorthair,Mix,98126
February 21 2023,83338,Miu Miu,Cat,Domestic Shorthair,NA,98125
February 21 2023,85307,Lucy,Cat,Domestic Shorthair,NA,98115
February 21 2023,8044527,Roscoe wrangler,Cat,Domestic Shorthair,Mix,98178
February 21 2023,S160189,Milo,Cat,Domestic Shorthair,Mix,98144
February 21 2023,S160188,Otis,Cat,Domestic Shorthair,Mix,98144
February 21 2023,8025784,Bozi,Cat,American Shorthair,Mix,98108
February 21 2023,8025785,Sato,Cat,American Shorthair,Mix,98108
February 21 2023,8024542,Simba,Cat,American Shorthair,NA,98118
February 22 2023,8044538,Shelley,Cat,Domestic Shorthair,Mix,98102
February 22 2023,142284,Izzie,Cat,Domestic Shorthair,Mix,98126
February 22 2023,S127551,Shadow,Cat,Domestic Shorthair,NA,98117
February 22 2023,8026151,Mack,Cat,Domestic Shorthair,Mix,98119
February 22 2023,8044558,Orson Welles,Cat,Domestic Shorthair,Mix,98107
February 22 2023,8044559,Ham Chamlet,Cat,Domestic Medium Hair,Mix,98107
February 22 2023,S155632,Disco,Cat,Domestic Shorthair,Mix,98101
February 22 2023,S127168,Calvin,Cat,Domestic Longhair,Mix,98107
February 22 2023,S155770,Rufus,Cat,Domestic Shorthair,Mix,98107
February 22 2023,8044562,Miss Kitty,Cat,LaPerm,NA,98133
February 22 2023,S124321,Isaac,Cat,Siberian,NA,98103
February 22 2023,77697,Ollie Bear,Cat,Domestic Shorthair,Mix,98144
February 22 2023,8005820,Sophie,Cat,Siamese,NA,98118
February 22 2023,85287,Georgia,Cat,Domestic Medium Hair,NA,98103
February 22 2023,S104369,Kit Kat,Cat,Domestic Shorthair,Mix,98125
February 22 2023,8025755,Honey,Cat,Domestic Shorthair,Mix,98119
February 22 2023,8025756,Loki,Cat,Domestic Medium Hair,Mix,98119
February 23 2023,8025067,Shiro,Cat,Maine Coon,NA,98106
February 23 2023,8044585,Momo,Cat,Sphynx,Mix,98109
February 23 2023,S160192,Kamele,Cat,Domestic Shorthair,Mix,98104
February 23 2023,S160193,Charlie,Cat,LaPerm,NA,98103
February 23 2023,S160196,Creature,Cat,Domestic Medium Hair,Mix,98109
February 23 2023,8044592,Mahi Mahi,Cat,Domestic Shorthair,Mix,98118
February 23 2023,S160197,Piper,Cat,Domestic Shorthair,Mix,98126
February 23 2023,S160198,Mangosteen,Cat,Domestic Shorthair,Mix,98102
February 23 2023,S127123,Muus,Cat,American Shorthair,NA,98106
February 23 2023,S127122,Artemis,Cat,American Shorthair,NA,98106
February 23 2023,S160701,Aggie,Cat,Domestic Shorthair,Mix,98103
February 24 2023,29023,Albi,Cat,Domestic Longhair,NA,98126
February 24 2023,S150244,Ruby,Cat,Domestic Shorthair,Mix,98101
February 24 2023,22487,Eddie,Cat,Domestic Shorthair,NA,98103
February 24 2023,8025161,Nobu,Cat,Siamese,NA,98144
February 24 2023,8044607,Yuki Soo,Cat,Siamese,Ragdoll,98102
February 24 2023,S159211,Pepper,Cat,Domestic Shorthair,Mix,98101
February 24 2023,S155703,Norman,Cat,Siamese,Mix,98115
February 24 2023,S142190,Buster,Cat,American Shorthair,NA,98101
February 24 2023,8024799,Gracie,Cat,Russian Blue,Mix,98125
February 24 2023,S126870,Athena,Cat,Siamese,Mix,98103
February 24 2023,S155383,Button,Cat,Domestic Longhair,Mix,98107
February 25 2023,S126296,Hunca,Cat,Domestic Medium Hair,Mix,98107
February 25 2023,77141,Monkey,Cat,Domestic Shorthair,Mix,98125
February 25 2023,77558,Minxee,Cat,Domestic Shorthair,NA,98119
February 25 2023,21873,Marshawn,Cat,Domestic Shorthair,NA,98106
February 25 2023,77041,Chloe,Cat,Domestic Medium Hair,NA,98106
February 25 2023,18968,Lola,Cat,Domestic Longhair,NA,98133
February 25 2023,S159215,Six,Cat,Domestic Longhair,Mix,98133
February 25 2023,S159216,Moxie,Cat,Domestic Shorthair,Mix,NA
February 25 2023,S155356,Bob,Cat,Domestic Longhair,Mix,98121
February 25 2023,8025026,Butters,Cat,Mix,Mix,98107
February 25 2023,S159219,Squid,Cat,Domestic Shorthair,Mix,98117
February 25 2023,8044637,Manul,Cat,Domestic Longhair,Mix,98107
February 25 2023,8044638,Captain Salem,Cat,American Shorthair,Mix,98109
February 26 2023,8025274,Ash,Cat,Domestic Shorthair,NA,98115
February 26 2023,S127532,Rocky,Cat,Domestic Shorthair,NA,98112
February 26 2023,S128105,Dunn,Cat,American Shorthair,NA,98116
February 26 2023,S128104,Brooks,Cat,American Shorthair,NA,98116
February 26 2023,S161038,Ezzie,Cat,Domestic Shorthair,Mix,98117
February 26 2023,8026059,Marmoset,Cat,Domestic Shorthair,Mix,98125
February 26 2023,8024906,Viko,Cat,Domestic Longhair,Mix,98105
February 26 2023,8005965,Spaghetti Margaretti Fairchild,Cat,Domestic Shorthair,Mix,98109
February 26 2023,8024648,Jane,Cat,Domestic Shorthair,Mix,98117
February 27 2023,8044665,Ziggy,Cat,Maine Coon,Mix,98199
February 27 2023,954201,Peaches,Cat,Domestic Longhair,NA,98116
February 27 2023,8044667,Ember,Cat,Bengal,NA,98122
February 27 2023,8044672,Tuza,Cat,American Shorthair,Mix,98103
February 27 2023,S161043,Toast,Cat,Domestic Shorthair,Mix,98112
